Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross
2/5/1993,Sommersby,30000000,50081992,140081992
1/7/2005,Racing Stripes,30000000,49772522,89809433
9/17/2015,Sicario,30000000,46889293,84335703
9/22/1989,Black Rain,30000000,45892212,133892212
6/26/1987,Full Metal Jacket,30000000,45015999,45015999
1/19/2018,Den of Thieves,30000000,44947622,80147166
4/13/2012,The Three Stooges,30000000,44338224,54052249
7/21/2000,Pokemon 2000,30000000,43746923,133946923
10/24/2014,John Wick,30000000,43037835,76010510
1/13/2006,Glory Road,30000000,42647449,42799060
4/16/2015,The Age of Adaline,30000000,42629776,68984536
8/6/2010,Step Up 3D,30000000,42400223,165889117
5/29/2009,Drag Me To Hell,30000000,42100625,91388487
4/13/2012,The Cabin in the Woods,30000000,42073277,70689968
9/19/2003,Secondhand Lions,30000000,42070939,47902566
11/10/2006,Stranger Than Fiction,30000000,40435190,53572822
4/8/2011,Hanna,30000000,40259119,65343694
8/16/2002,Blue Crush,30000000,40118420,51618420
10/19/2007,30 Days of Night,30000000,39568996,80276156
12/19/1986,Little Shop of Horrors,30000000,38747385,38747385
9/15/2006,Gridiron Gang,30000000,38432823,41457834
7/20/1988,Midnight Run,30000000,38413606,81613606
1/25/2008,Meet the Spartans,30000000,38233676,84646831
11/13/1987,The Running Man,30000000,38122000,38122000
9/13/2013,The Family,30000000,36918811,80588942
2/9/2018,The 15:17 to Paris,30000000,36276286,56096200
11/21/1997,Mortal Kombat: Annihilation,30000000,35927406,51327406
7/1/2011,Larry Crowne,30000000,35608245,61449135
10/18/2013,Carrie,30000000,35266619,82409520
11/7/2019,Last Christmas,30000000,35150750,123432533
4/7/2006,Take the Lead,30000000,34742066,65390493
3/2/2018,Death Wish,30000000,34017028,48575965
11/24/2010,Love and Other Drugs,30000000,32367005,102716321
6/3/2015,Entourage,30000000,32363404,46438538
6/1/2001,What's the Worst That Could Happen?,30000000,32267774,38462071
2/8/2013,Side Effects,30000000,32172757,66742138
9/9/2009,9,30000000,31749894,48559999
7/2/2014,Deliver Us from Evil,30000000,30577122,87956618
8/1/2014,Get on Up,30000000,30569935,33339868
12/22/2017,Molly’s Game,30000000,28780744,53296424
4/27/2012,The Five-Year Engagement,30000000,28700285,61623819
4/2/2004,The Prince & Me,30000000,28165882,30089110
4/15/2011,Winnie the Pooh,30000000,26692846,50145607
5/15/1998,Bulworth,30000000,26528684,29203383
6/13/2003,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,28986358
9/14/2018,White Boy Rick,30000000,24004833,25947983
8/4/1995,Virtuosity,30000000,23998226,23998226
9/18/1998,One True Thing,30000000,23337196,26708196
2/4/2011,Sanctum,30000000,23209310,108957098
7/21/2006,My Super Ex-Girlfriend,30000000,22530295,60772856
12/16/2016,Ballerina,30000000,21858070,96890794
9/17/2004,Mr. 3000,30000000,21800302,21827296
6/14/2019,Shaft,30000000,21360215,21360215
11/19/2010,The Next Three Days,30000000,21148651,67255916
1/10/2018,Proud Mary,30000000,20868638,21709539
1/11/2017,Sleepless,30000000,20783704,33296659
8/6/2004,Little Black Book,30000000,20422207,21758371
1/19/2005,Assault On Precinct 13,30000000,20040895,36040895
8/5/2016,Nine Lives,30000000,19700032,57814445
9/26/2013,Runner Runner,30000000,19316646,60512680
2/6/1998,The Replacement Killers,30000000,19035741,19035741
4/28/2017,Baahubali 2: The Conclusion,30000000,18985794,263502914
3/3/2006,Ultraviolet,30000000,18522064,30962112
10/21/2005,North Country,30000000,18324242,23676771
8/19/2011,Fright Night,30000000,18298649,40520649
9/15/2017,mother!,30000000,17800004,42531076
10/9/2015,Steve Jobs,30000000,17766658,35579007
3/7/2021,Spirit Untamed,30000000,17635215,42347383
7/17/2002,Eight Legged Freaks,30000000,17266505,36722311
7/19/1996,Fled,30000000,17192205,19892205
6/4/2010,Splice,30000000,17010170,28542494
4/18/2008,88 Minutes,30000000,16930884,32955399
4/9/2004,The Whole Ten Yards,30000000,16323969,26323969
8/1/1986,Howard the Duck,30000000,16295774,16295774
10/24/2008,Pride and Glory,30000000,15740721,32262866
1/28/2021,The Little Things,30000000,15245157,29637633
8/26/2005,The Cave,30000000,15007991,27147991
4/30/2004,Godsend,30000000,14334645,16873925
6/20/2003,Alex & Emma,30000000,14208384,15358583
9/3/2004,Wicker Park,30000000,13001257,21577076
12/25/2005,The New World,30000000,12712093,26184400
6/29/2007,Evening,30000000,12406646,12885574
1/17/2013,The Last Stand,30000000,12050299,48330757
1/15/1999,In Dreams,30000000,12017369,12017369
3/12/1999,Wing Commander,30000000,11578022,11578022
5/20/2016,Café Society,30000000,11103205,44348292
1/12/2001,Antitrust,30000000,10965209,17865209
3/7/2013,Dead Man Down,30000000,10895295,19599974
4/29/2011,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111
4/10/2009,Dragonball Evolution,30000000,9362785,56511457
9/24/2004,First Daughter,30000000,9055010,10419084
3/15/2017,The Lost City of Z,30000000,8574339,17121823
9/9/2005,An Unfinished Life,30000000,8535575,18535575
1/4/2017,The Space Between Us,30000000,7885294,16481405
6/19/2019,Anna,30000000,7743794,32825218
12/25/2009,The Imaginarium of Doctor Parnassus,30000000,7689607,64352607
1/14/2011,Barney's Version,30000000,7502560,8845575
9/20/2002,Trapped,30000000,6916869,7005468
7/17/2019,The Current War: Director’s Cut,30000000,5978673,12868552
8/29/2018,Kin,30000000,5718096,10383524
6/1/1984,Once Upon a Time in America,30000000,5321508,5576072
9/13/2018,Johnny English Strikes Again,30000000,4412170,159378778
9/22/2017,Stronger,30000000,4211129,8786287
1/22/1999,Gloria,30000000,4167493,4967493
10/25/2018,Replicas,30000000,4046429,9037427
9/21/2007,The Assassination of Jesse James by the Coward …,30000000,3909149,15313631
12/29/2004,The Merchant of Venice,30000000,3765585,18765585
4/2/2003,The Good Thief,30000000,3517797,6460758
8/17/2005,Supercross,30000000,3102550,3252550
12/29/2006,Miss Potter,30000000,3005605,35891257
8/7/2020,The Tax Collector,30000000,1044212,1309971
5/5/2006,Wu ji,30000000,669625,35869934
9/23/2011,Machine Gun Preacher,30000000,538690,3721988
5/26/2017,Bilal: A New Breed of Hero,30000000,490973,648599
6/15/2007,DOA: Dead or Alive,30000000,480314,7755686
2/19/2010,Le Petit Nicolas,30000000,201857,52339566
10/7/2011,Xinhai geming,30000000,135739,8593154
2/21/2008,Genghis Khan: To the Ends of the Earth and Sea,30000000,3892,4874498
1/16/2015,Wild Card,30000000,3200,4315789
7/3/2014,United Passions,30000000,918,168832
,Konferenz der Tiere,30000000,0,53048539
5/15/2014,Grace of Monaco,30000000,0,25199891
6/16/2017,Overdrive,30000000,0,11247280
11/13/2015,Savva. Serdtse voyna,30000000,0,5015080
4/13/2007,Goodbye Bafana,30000000,0,2717302
4/17/2003,Ripley's Game,30000000,0,1692644
11/28/2013,Space Pirate Captain Harlock,30000000,0,310985
8/26/2016,Collide,29200000,2280004,5466698
5/7/2015,Pitch Perfect 2,29000000,184296230,287215196
11/18/2005,Walk the Line,29000000,119519402,187707495
9/26/2018,Night School,29000000,77339130,103113446
4/7/2016,The Boss,29000000,63077560,78652207
12/27/1995,12 Monkeys,29000000,57141459,168841459
9/12/2003,Once Upon a Time in Mexico,29000000,56330657,97413527
12/19/1990,Awakenings,29000000,51636504,51636504
4/14/2000,Keeping the Faith,29000000,37036404,45336404
8/18/2017,Logan Lucky,29000000,27778642,49046121
4/29/2016,Florence Foster Jenkins,29000000,27383770,56000339
2/13/1998,The Borrowers,29000000,22619589,54045832
1/10/2020,Like a Boss,29000000,22169514,26567902
12/5/2008,Frost/Nixon,29000000,18622031,28452945
11/12/2004,Seed of Chucky,29000000,17016190,24716190
8/23/2002,Serving Sara,29000000,16930185,20146150
12/31/2002,Confessions of a Dangerous Mind,29000000,16007718,33013805
8/26/2009,Taking Woodstock,29000000,7460204,10066366
11/6/1987,Cry Freedom,29000000,5899797,25899797
4/8/2021,Voyagers,29000000,3149935,4131130
9/24/1999,Mumford,28700000,4559569,4559569
3/4/2005,The Jacket,28500000,6301131,15452978
11/11/1992,Aladdin,28000000,217350219,504050219
5/23/1984,Indiana Jones and the Temple of Doom,28000000,179880271,333080271
8/14/2015,Straight Outta Compton,28000000,161197785,202182981
7/20/2017,Girls Trip,28000000,115108515,140886353
11/20/1998,The Rugrats Movie,28000000,100494685,140894685
7/15/1988,Die Hard,28000000,81675242,139434346
12/18/1985,Out of Africa,28000000,79096868,258210860
4/6/2001,Along Came a Spider,28000000,74058698,105159085
11/1/2017,A Bad Moms Christmas,28000000,72110659,127710550
2/13/2013,Safe Haven,28000000,71399120,94050951
12/11/2015,The Big Short,28000000,70259870,133162752
8/8/2019,Scary Stories to Tell in the Dark,28000000,68947075,95607360
11/7/2008,Role Models,28000000,67300955,94500826
10/10/2014,Alexander and the Terrible Horrible No Good …,28000000,66954149,101379287
2/6/2004,Miracle,28000000,64378093,64474705
1/28/2013,Last Vegas,28000000,63914167,112914167
1/26/2001,The Wedding Planner,28000000,60400856,94728529
3/19/2004,Dawn of the Dead,28000000,58990765,103452875
6/26/1981,For Your Eyes Only,28000000,54800000,195300000
6/15/2018,Tag,28000000,54730625,77024944
12/14/2001,The Royal Tenenbaums,28000000,52353636,71430876
4/25/2003,Identity,28000000,52131264,82119036
10/5/2001,Serendipity,28000000,50255310,77477297
4/16/2010,Kick-Ass,28000000,48071303,97531134
9/28/2001,Zoolander,28000000,45172250,60780981
9/16/1994,Timecop,28000000,44853581,102053581
7/16/1993,Hocus Pocus,28000000,44101060,45147989
7/27/2007,No Reservations,28000000,43107979,91943956
11/11/2005,Pride & Prejudice,28000000,38372662,126549607
8/12/2011,30 Minutes or Less,28000000,37053924,41146935
12/22/2000,Dracula 2000,28000000,33000377,33000377
6/25/1982,Blade Runner,28000000,32656328,39536029
4/7/1995,Rob Roy,28000000,31390587,31390587
2/21/2014,3 Days to Kill,28000000,30697999,38959900
8/16/2013,Kick-Ass 2,28000000,28795985,63129909
10/12/2007,We Own the Night,28000000,28563179,55307857
9/19/2014,A Walk Among the Tombstones,28000000,26017685,62108587
1/15/2010,The Spy Next Door,28000000,24307106,46752858
4/23/2014,Brick Mansions,28000000,20396829,73421224
5/12/2006,Just My Luck,28000000,17326650,38159905
10/13/2000,Lost Souls,28000000,16779636,31320293
8/19/2015,American Ultra,28000000,14439985,30295028
4/18/2003,Winged Migration,28000000,11689053,39134983
2/4/2016,Pride and Prejudice and Zombies,28000000,10907291,16638300
10/1/1999,Mystery Alaska,28000000,8891623,8891623
8/24/2001,John Carpenter’s Ghosts of Mars,28000000,8434601,8434601
7/11/1997,A Simple Wish,28000000,8165213,8165213
10/30/2015,Our Brand is Crisis,28000000,7002261,8594558
12/25/1997,Kundun,28000000,5686694,5686694
10/3/2008,How to Lose Friends & Alienate People,28000000,2775593,12031443
,Alatriste,28000000,0,22860477
6/1/2007,Knocked Up,27500000,148761765,219265952
6/10/1983,Octopussy,27500000,67900000,187500000
6/26/2009,My Sister’s Keeper,27500000,49200230,96673002
2/8/2008,Welcome Home Roscoe Jenkins,27500000,42436517,43607627
1/13/2012,Joyful Noise,27500000,30932113,31157914
12/14/1984,A Passage to India,27500000,27187653,27187896
12/25/2006,Notes on a Scandal,27500000,17510118,50578411
10/19/2007,Rendition,27500000,9736045,26939925
10/28/2011,Anonymous,27500000,4463292,15815509
3/18/2011,Limitless,27000000,79249455,155564919
12/6/1991,Star Trek VI: The Undiscovered Country,27000000,74888996,96900000
6/26/2019,Annabelle Comes Home,27000000,74152591,231252591
6/7/2002,The Divine Secrets of the Ya-Ya Sisterhood,27000000,69586544,73826768
10/3/1997,Kiss the Girls,27000000,60527873,60527873
6/20/1980,The Blues Brothers,27000000,57229890,57245093
12/25/1994,The Jungle Book,27000000,44342956,44342956
8/6/2008,The Sisterhood of the Traveling Pants 2,27000000,44089964,44270131
5/12/2016,Money Monster,27000000,41012075,93466095
5/17/2002,About a Boy,27000000,40803000,130759651
8/19/2011,Spy Kids: All the Time in the World,27000000,38536376,80681183
7/16/1999,Lake Placid,27000000,31770413,31770413
4/7/2006,Lucky Number Slevin,27000000,22495466,55495466
10/21/1983,The Right Stuff,27000000,21500000,21500213
7/20/1984,Die Unendliche Geschichte,27000000,21300000,21427947
2/27/1998,Dark City,27000000,14435076,27257061
9/19/2008,The Duchess,27000000,13848978,45160110
10/1/2010,Case 39,27000000,13261851,28773827
6/10/2005,The Honeymooners,27000000,12834849,13174426
6/21/1985,Return to Oz,27000000,10618813,10618813
3/27/1998,The Newton Boys,27000000,10341093,10341093
8/27/2004,Suspect Zero,27000000,8712564,8723600
11/2/2007,Martian Child,27000000,7500310,9352089
10/18/2002,Formula 51,27000000,5204007,5204007
11/24/1999,Flawless,27000000,4485485,4485485
5/13/2005,Mindhunters,27000000,4476235,16566235
10/17/2008,What Just Happened,27000000,1090947,2412123
12/12/2003,The Statement,27000000,765637,1545064
10/4/2019,Lucy in the Sky,27000000,319976,325943
6/10/2021,The Magic Flute,27000000,0,0
11/23/2016,Rules Don’t Apply,26700000,3652206,3871448
1/16/2009,Paul Blart: Mall Cop,26000000,146336178,185904750
8/6/2003,Freaky Friday,26000000,110222438,160822438
8/19/2005,The 40 Year-old Virgin,26000000,109449237,176276839
12/11/1998,Shakespeare in Love,26000000,100317794,279500000
12/21/1990,Kindergarten Cop,26000000,91457688,202000000
8/6/2008,Pineapple Express,26000000,87341380,102404019
12/22/1993,Philadelphia,26000000,77324422,201324422
7/31/1998,Ever After: A Cinderella Story,26000000,65705772,65705772
8/10/1990,Flatliners,26000000,61308153,61308153
8/15/2003,Open Range,26000000,58331254,68613992
8/19/2005,Red Eye,26000000,57891803,96666486
12/9/2011,New Year’s Eve,26000000,54544638,146850273
6/15/1977,A Bridge Too Far,26000000,50800000,50800000
4/24/2013,Pain & Gain,26000000,49875291,81275291
1/31/2003,Final Destination 2,26000000,46896664,90396664
12/22/2000,O Brother Where Art Thou?,26000000,45506619,75763814
12/29/2004,In Good Company,26000000,45489752,63463195
1/22/2010,Legion,26000000,40168080,67647574
8/29/2012,Lawless,26000000,37397291,54393687
3/29/2002,Clockstoppers,26000000,36985501,38788828
7/10/1985,Silverado,26000000,33200000,33200000
12/4/2009,Brothers,26000000,28544157,45043870
10/17/2014,The Best of Me,26000000,26766213,41059418
3/12/2004,Agent Cody Banks 2: Destination London,26000000,23514247,28703083
11/23/2016,Bad Santa 2,26000000,17782176,23345113
8/3/2001,Original Sin,26000000,16521410,16521410
4/12/2012,The Raven,26000000,16008272,30601801
2/20/2004,Welcome to Mooseport,26000000,14469428,14494770
1/27/1995,Highlander: The Final Dimension,26000000,13738574,13738574
6/8/2015,Self/Less,26000000,12279691,33667319
11/1/2019,Motherless Brooklyn,26000000,9277736,18477736
8/24/2001,The Curse of the Jade Scorpion,26000000,7496522,18496522
2/12/2021,Judas and the Black Messiah,26000000,5453633,7033904
10/18/2013,The Fifth Estate,26000000,3254172,6154172
2/21/1997,Blood and Wine,26000000,1083350,1083350
10/30/2013,Blood Ties,26000000,42472,2923959
8/24/1997,The Grimm Brothers' Snow White,26000000,5000,5000
6/30/2015,Viy,26000000,0,34246770
3/17/2015,Accidental Love,26000000,0,135436
4/24/2015,The Face of an Angel,26000000,0,0
5/17/1996,Flipper,25530000,20080020,30593313
8/31/2005,The Constant Gardener,25500000,33579798,86301599
10/17/2008,W.,25100000,25534493,28575778
2/19/2004,The Passion of the Christ,25000000,370782930,622313635
11/24/1993,Mrs. Doubtfire,25000000,219195051,441286003
12/16/1988,Rain Man,25000000,172825435,412800000
8/10/2011,The Help,25000000,169705587,213120004
12/25/2016,Hidden Figures,25000000,169607287,231771716
12/12/2008,Gran Torino,25000000,148095302,274543085
4/9/2008,Taken,25000000,145000989,226941585
1/17/2014,Ride Along,25000000,134202565,153733800
11/25/1992,The Bodyguard,25000000,121945720,410945720
12/15/1993,Schindler’s List,25000000,96898818,322197132
7/2/2003,Legally Blonde 2: Red White & Blonde,25000000,90639088,125339088
3/26/2004,Scooby-Doo 2: Monsters Unleashed,25000000,84185387,180856996
7/9/2004,Anchorman: The Legend of Ron Burgundy,25000000,84136909,89476265
12/4/2009,Up in the Air,25000000,83823381,166842739
8/15/2003,Freddy vs. Jason,25000000,82622655,114576403
2/16/2007,Bridge to Terabithia,25000000,82234139,137984788
12/21/2001,Jimmy Neutron: Boy Genius,25000000,80936232,102992536
1/18/2008,Cloverfield,25000000,80048433,171302226
2/5/2010,Dear John,25000000,80014842,142033509
3/22/1991,Teenage Mutant Ninja Turtles II: The Secret of …,25000000,78656813,78656813
12/25/2012,Parental Guidance,25000000,77267296,120832383
6/3/1987,The Untouchables,25000000,76270454,76271995
11/9/2007,No Country for Old Men,25000000,74273505,164035753
4/13/2001,Bridget Jones's Diary,25000000,71500556,277902373
12/15/2000,Chocolat,25000000,71309760,152500343
1/21/2011,No Strings Attached,25000000,70662220,149228078
1/13/2012,Contraband,25000000,66528000,98406855
1/20/2017,A Dog’s Purpose,25000000,64321890,203055427
4/19/2012,The Lucky One,25000000,60457138,96633833
12/25/1993,Tombstone,25000000,56505065,56505065
3/22/2000,Romeo Must Die,25000000,55973336,91036760
6/6/2006,The Omen,25000000,54607383,119295584
2/10/2006,Final Destination 3,25000000,54098051,112798051
4/22/2011,Madea’s Big Happy Family,25000000,53345287,54160818
12/13/2013,Tyler Perry's A Madea Christmas,25000000,52543354,52543354
11/12/2004,Finding Neverland,25000000,51676606,115036108
1/27/2012,The Grey,25000000,51580136,81249176
1/28/2005,Hide and Seek,25000000,51100486,123696741
5/23/1986,Cobra,25000000,49042224,49042224
8/22/2008,The House Bunny,25000000,48237389,71390601
3/14/2003,Agent Cody Banks,25000000,47545060,58240458
1/27/2006,Nanny McPhee,25000000,47279279,128745578
9/19/1990,Goodfellas,25000000,46743809,47103147
8/15/2014,The Giver,25000000,45090374,66540205
12/9/1983,Scarface,25000000,44942821,44942821
7/18/1997,Nothing To Lose,25000000,44480039,64594061
11/20/1987,The Last Emperor,25000000,43984987,44005434
11/12/2015,The Night Before,25000000,43035725,52568099
10/15/1993,The Beverly Hillbillies,25000000,42222647,55598481
12/27/2002,The Hours,25000000,41675994,97030468
8/22/1997,Money Talks,25000000,41076865,41076865
12/26/2007,There Will Be Blood,25000000,40222514,77208711
12/20/2002,The Wild Thornberrys Movie,25000000,40108697,60694737
6/13/2003,Rugrats Go Wild,25000000,39402572,55443032
6/1/2005,The Sisterhood of the Traveling Pants,25000000,39053061,41560117
5/31/2002,Undercover Brother,25000000,38230435,40796145
12/25/2013,August: Osage County,25000000,37738810,50738810
7/6/2001,Kiss of the Dragon,25000000,36833473,36833473
5/16/2014,Million Dollar Arm,25000000,36447959,39217912
3/30/2005,Beauty Shop,25000000,36351350,38351350
12/25/2019,Just Mercy,25000000,36001502,50401502
4/4/2003,What a Girl Wants,25000000,35990505,37216643
8/29/2003,Jeepers Creepers 2,25000000,35623801,119923801
9/7/2018,Peppermint,25000000,35418723,51800758
9/21/2007,Good Luck Chuck,25000000,35017297,60709968
2/28/2003,Cradle 2 the Grave,25000000,34657731,56434942
3/17/2006,She's the Man,25000000,33889159,55279608
12/10/2014,The Gambler,25000000,33680992,38718031
8/24/2007,Mr. Bean’s Holiday,25000000,33302167,234981342
4/22/2016,Mother’s Day,25000000,32492859,52367022
10/16/1998,Bride of Chucky,25000000,32404188,50692188
2/17/2017,Fist Fight,25000000,32187017,40286416
11/21/2007,August Rush,25000000,31664162,64605762
8/27/2004,Anacondas: The Hunt for the Blood Orchid,25000000,31526393,70326393
12/9/2011,The Sitter,25000000,30542576,38749404
11/6/1998,Elizabeth,25000000,30082699,82150642
9/23/2070,Tora! Tora! Tora!,25000000,29548291,29548291
1/23/1998,Spice World,25000000,29342592,56042592
4/11/2014,Draft Day,25000000,28842237,29847480
9/23/1994,The Shawshank Redemption,25000000,28241469,28419106
2/3/2017,Rings,25000000,27793018,82917283
5/22/2009,Dance Flick,25000000,25794018,32224624
4/20/2001,Crocodile Dundee in Los Angeles,25000000,25590119,39393111
7/26/1996,Kingpin,25000000,25023424,32223424
3/18/2005,Ice Princess,25000000,24381334,25732334
8/26/2011,Don't Be Afraid of the Dark,25000000,24046682,39126427
4/23/2010,The Losers,25000000,23591432,29863840
4/24/2009,Fighting,25000000,23091010,32831707
8/24/2007,War,25000000,22486409,40686409
4/7/1995,Don Juan DeMarco,25000000,22032635,22032635
4/22/2005,A Lot Like Love,25000000,21835784,41921590
5/1/1998,He Got Game,25000000,21567853,22411948
2/11/2011,The Eagle,25000000,19490041,38993548
2/6/2015,Shaun the Sheep,25000000,19375982,101850986
9/2/2011,Shark Night 3D,25000000,18877153,18877153
3/23/2017,CHiPS,25000000,18600152,23190292
10/11/2002,Punch-Drunk Love,25000000,17791031,24591031
2/20/2004,Eurotrip,25000000,17718223,20718223
12/22/2017,Father Figures,25000000,17501244,21038441
4/4/2008,The Ruins,25000000,17432844,22910563
9/23/2016,Masterminds,25000000,17356894,30850666
10/25/2013,The Counselor,25000000,16973715,71009334
12/8/2006,Unaccompanied Minors,25000000,16655224,21970831
12/7/2018,Mary Queen of Scots,25000000,16648499,47020146
4/1/1988,Bright Lights Big City,25000000,16118077,16118077
11/15/2002,Half Past Dead,25000000,15567860,19233280
4/18/1986,Legend,25000000,15502112,23506237
7/26/1996,The Adventures of Pinocchio,25000000,15382170,36682170
9/30/2005,The Greatest Game Ever Played,25000000,15331289,15468266
11/6/2009,The Box,25000000,15051977,34356760
3/3/2000,The Next Best Thing,25000000,14983572,24355762
10/8/2010,My Soul to Take,25000000,14744435,16727470
4/9/2004,The Girl Next Door,25000000,14589444,31635150
8/15/2008,Fly Me To the Moon,25000000,14543943,43530281
9/13/1996,Maximum Risk,25000000,14102929,51702929
9/13/2002,Stealing Harvard,25000000,13973532,13973532
8/3/2007,Hot Rod,25000000,13938332,14371564
11/24/2021,Resident Evil: Welcome to Raccoon City,25000000,13745647,24845647
9/9/2011,Warrior,25000000,13657115,24215385
12/24/1999,Angela's Ashes,25000000,13038660,13038660
9/22/2017,Battle of the Sexes,25000000,12638526,18445379
12/21/2012,Cirque du Soleil: Worlds Away,25000000,12512862,28012862
8/6/2015,The 33,25000000,12227722,28287489
6/21/1985,Lifeforce,25000000,11603545,11603545
4/15/2011,The Conspirator,25000000,11538204,15907411
7/3/2002,The Powerpuff Girls,25000000,11411644,16425701
6/3/2005,The Lords of Dogtown,25000000,11273517,13424365
7/1/1986,Big Trouble in Little China,25000000,11100000,11208970
10/11/1996,Michael Collins,25000000,11092559,27572844
3/28/2008,Stop-Loss,25000000,10915744,11229035
10/8/1993,Gettysburg,25000000,10731997,10731997
10/18/2002,Abandon,25000000,10719367,12219367
9/16/2011,Straw Dogs,25000000,10324441,11253821
8/13/1999,Brokedown Palace,25000000,10115014,11115766
8/16/2002,Possession,25000000,10103647,14805812
4/19/1996,Mrs. Winterbourne,25000000,10039566,10039566
5/17/1991,Stone Cold,25000000,9286314,9286314
1/24/2019,Serenity,25000000,8547045,13008804
11/25/2009,The Road,25000000,8114270,29206732
10/12/2018,Beautiful Boy,25000000,7634767,13314562
4/6/2007,The Hoax,25000000,7164995,7164995
3/14/2019,Captive State,25000000,5958315,9363210
8/17/1984,Sheena,25000000,5778353,5778353
9/2/2005,Underclassman,25000000,5654777,5654777
3/23/2001,Say It Isn't So,25000000,5516708,5516708
12/7/2005,The World's Fastest Indian,25000000,5128124,18991288
4/25/2008,Deception,25000000,4598506,12850033
3/1/1995,Tank Girl,25000000,4064333,4064333
4/22/2005,King's Ransom,25000000,4008527,4049527
8/23/2020,Bill & Ted Face the Music,25000000,3439660,6266609
10/3/2008,Blindness,25000000,3073392,20052958
4/13/2018,Sgt. Stubby: An American Hero,25000000,3054285,3823620
12/16/2011,Carnage,25000000,2546747,38112154
8/25/2017,Tulip Fever,25000000,2455635,6792768
1/6/2006,BloodRayne,25000000,2405420,3711633
9/11/2015,Legend,25000000,1872994,42425450
11/20/2009,Bad Lieutenant: Port of Call New Orleans,25000000,1702112,12413949
12/31/2015,Jane Got a Gun,25000000,1513793,3771345
11/25/2009,Me and Orson Welles,25000000,1190003,1190003
10/23/2020,All My Life,25000000,913935,2015472
9/16/2005,Venom,25000000,881745,881745
10/14/2005,Where the Truth Lies,25000000,872142,1415656
9/11/1998,Without Limits,25000000,780326,780326
5/23/2012,On the Road,25000000,720828,9313302
8/24/2012,Les petits mouchoirs,25000000,205505,48530887
6/30/2010,Love Ranch,25000000,137885,146149
4/24/2015,Yi ge ren de wu lin,25000000,129115,129115
,Sammy's avonturen: De geheime doorgang,25000000,0,71594792
9/20/1996,Matilda,25000000,0,9755282
3/18/2010,Belka i Strelka. Zvezdnye sobaki,25000000,0,9445081
10/4/2011,La véritable histoire du Chat Botté,25000000,0,8208594
3/15/2019,The Professor and the Madman,25000000,0,6352683
7/8/2011,Ironclad,25000000,0,5297411
6/20/2014,Red Sky,25000000,0,91116
1/1/2070,Waterloo,25000000,0,0
1/10/2014,The Adventurer: The Curse of the Midas Box,25000000,0,0
,Reagan,25000000,0,0
11/9/2012,Dangerous Liaisons,24200000,17000,10447579
11/26/1986,Star Trek IV: The Voyage Home,24000000,109713132,133000000
12/12/1997,Scream 2,24000000,101363301,172363301
10/11/2019,The Addams Family,24000000,97864733,200612027
2/21/2003,Old School,24000000,75155000,86737464
12/20/2006,Rocky Balboa,24000000,70269899,156229050
6/18/2014,Think Like a Man Too,24000000,65028687,70027933
12/16/2016,Fences,24000000,57682904,64282881
2/18/2000,The Whole Nine Yards,24000000,57262492,85527867
10/14/2011,Footloose,24000000,51802742,62989834
4/5/2017,Going in Style,24000000,45018541,80812424
7/12/1991,Point Break,24000000,43218387,83531958
9/20/1991,The Fisher King,24000000,41798224,41798224
11/13/1998,I Still Know What You Did Last Summer,24000000,40020622,40020622
11/21/2007,Hitman,24000000,39687694,99135571
12/16/2069,Hello Dolly,24000000,33208099,33208099
4/7/2000,Return to Me,24000000,32662299,32662299
11/6/2009,The Men Who Stare at Goats,24000000,32428195,67348218
10/31/2008,Zack and Miri Make a Porno,24000000,31457946,36856306
1/12/2001,Double Take,24000000,29823162,29823162
12/21/1999,Girl Interrupted,24000000,28871190,48308749
9/8/2000,Nurse Betty,24000000,25170054,27732366
8/20/2010,Piranha 3D,24000000,25003155,83660160
11/24/2010,Faster,24000000,23240020,35792945
8/4/1989,Lock Up,24000000,22099847,22099847
10/24/1978,The Wiz,24000000,22000000,22000000
1/23/2004,Win a Date with Tad Hamilton!,24000000,16980098,17589829
7/14/1999,Muppets From Space,24000000,16304786,16304786
4/7/2000,Ready to Rumble,24000000,12372410,12372410
11/14/2014,Foxcatcher,24000000,12096300,19303058
9/16/2011,I Don't Know How She Does It,24000000,9659074,24474463
12/24/1999,Play it to the Bone,24000000,8427204,8427204
12/19/2013,Dhoom 3,24000000,8031955,11723620
12/17/2004,Beyond the Sea,24000000,6144806,8292914
6/10/2005,Hauru no ugoku shiro,24000000,4710455,237814327
3/27/1998,Meet the Deedles,24000000,4356126,4356126
8/25/1995,The Thief and the Cobbler,24000000,669276,669276
6/10/2005,The Bridge of San Luis Rey,24000000,49981,1696765
,Flood,24000000,0,4084232
11/4/2021,Annaatthe,24000000,0,449486
10/2/2009,Zombieland,23600000,75590286,102236596
5/20/1980,Star Wars Ep. V: The Empire Strikes Back,23000000,291738960,549001242
11/6/1998,The Waterboy,23000000,161491646,190191646
6/28/1991,The Naked Gun 2½: The Smell of Fear,23000000,86930411,86930411
11/16/2018,Green Book,23000000,85080171,320029388
8/11/1995,Dangerous Minds,23000000,84919401,178919401
4/7/1995,Bad Boys,23000000,65647413,141247413
1/16/2015,The Wedding Ringer,23000000,64460211,80171596
3/17/2000,Final Destination,23000000,53302314,112036870
